Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Posture
2023-10-01 23:52:47,0.0603,-0.0117,0.9739,0.98,-2.2,0.06,-9.79,40.48,-5.16,supine
2023-10-01 23:52:47,0.0684,-0.0132,0.9728,0.85,-2.14,0.24,-9.96,40.32,-7.46,supine
2023-10-01 23:52:47,0.0657,-0.015,0.9742,0.92,-2.14,0.06,-10.29,40.03,-7.54,supine
2023-10-01 23:52:47,0.0657,-0.0099,0.9735,0.98,-2.26,0.06,-10.23,40.94,-5.83,supine
2023-10-01 23:52:47,0.0704,-0.0176,0.9716,0.92,-2.32,0.06,-9.94,40.1,-6.26,supine
2023-10-01 23:52:47,0.0576,-0.0085,0.9735,0.85,-2.26,0.06,-10.21,39.58,-7.12,supine
2023-10-01 23:52:47,0.0682,-0.0129,0.9728,1.04,-2.14,0.31,-10.08,40.12,-6.09,supine
2023-10-01 23:52:47,0.0641,-0.0155,0.9728,0.85,-2.38,0.0,-9.88,39.88,-6.1,supine
2023-10-01 23:52:47,0.064,-0.0096,0.9757,0.98,-2.14,0.43,-10.57,39.69,-7.42,supine
2023-10-01 23:52:48,0.0691,-0.0153,0.9731,0.98,-2.26,0.18,-9.99,39.72,-6.38,supine
2023-10-01 23:52:48,0.068,-0.0142,0.9727,1.04,-2.26,0.18,-9.75,40.32,-7.09,supine
2023-10-01 23:52:48,0.0669,-0.0116,0.9722,0.85,-2.26,0.18,-10.02,39.66,-6.12,supine
2023-10-01 23:52:48,0.063,-0.0168,0.973,0.79,-2.2,0.24,-10.72,39.65,-6.95,supine
2023-10-01 23:52:48,0.0665,-0.0117,0.9731,0.92,-2.26,0.18,-10.41,40.59,-7.26,supine
2023-10-01 23:52:48,0.062,-0.0134,0.9742,0.73,-2.32,0.12,-9.56,40.26,-6.58,supine
2023-10-01 23:52:48,0.0674,-0.0118,0.9731,0.61,-2.26,0.18,-10.24,39.67,-6.3,supine
2023-10-01 23:52:48,0.0638,-0.0139,0.9731,0.98,-2.14,0.24,-9.83,40.11,-7.52,supine
2023-10-01 23:52:48,0.0682,-0.0133,0.9731,0.92,-2.32,0.12,-9.72,40.6,-5.68,supine
2023-10-01 23:52:48,0.0647,-0.0142,0.9734,0.85,-2.14,0.18,-10.22,40.1,-6.63,supine
2023-10-01 23:52:49,0.0658,-0.012,0.973,0.92,-2.2,0.24,-10.89,39.51,-8.04,supine
2023-10-01 23:52:49,0.0648,-0.0146,0.9733,0.92,-2.14,0.06,-10.12,40.41,-6.45,supine
2023-10-01 23:52:49,0.0647,-0.0132,0.9731,0.79,-2.2,0.12,-9.99,40.31,-6.14,supine
2023-10-01 23:52:49,0.0636,-0.0133,0.9729,0.79,-2.32,0.24,-10.62,39.97,-7.13,supine
2023-10-01 23:52:49,0.0656,-0.0128,0.9734,0.79,-2.2,0.12,-10.29,39.83,-6.3,supine
2023-10-01 23:52:49,0.0651,-0.0138,0.973,0.79,-2.26,0.12,-10.55,40.41,-5.66,supine
2023-10-01 23:52:49,0.0665,-0.0159,0.999,1.1,-1.89,0.24,-10.36,39.29,-7.76,supine
2023-10-01 23:52:49,0.0676,-0.0159,0.973,0.73,-1.95,0.37,-10.68,39.5,-6.7,supine
2023-10-01 23:52:49,0.063,-0.0148,0.9735,0.92,-2.26,0.24,-10.39,40.3,-6.46,supine
2023-10-01 23:52:49,0.0676,-0.015,0.9745,0.73,-2.26,0.18,-10.06,40.03,-5.99,supine
2023-10-01 23:52:50,0.0615,-0.0161,0.9749,0.85,-2.2,0.24,-10.85,39.49,-6.97,supine
2023-10-01 23:52:50,0.0659,-0.0117,0.9747,0.98,-2.38,0.31,-9.9,40.26,-6.27,supine
2023-10-01 23:52:50,0.0616,-0.0149,0.9746,0.73,-2.26,0.06,-10.5,40.15,-6.14,supine
2023-10-01 23:52:50,0.0673,-0.0117,0.9728,0.92,-2.08,0.12,-10.5,39.82,-7.17,supine
2023-10-01 23:52:50,0.0654,-0.0167,0.9736,0.79,-2.38,0.06,-10.45,39.77,-6.57,supine
2023-10-01 23:52:50,0.067,-0.0134,0.9736,0.79,-2.26,0.12,-10.02,40.61,-5.92,supine
2023-10-01 23:52:50,0.0631,-0.016,0.9747,0.61,-2.2,0.06,-9.91,39.9,-6.99,supine
2023-10-01 23:52:50,0.0693,-0.0138,0.9708,0.85,-2.2,0.18,-10.47,39.31,-7.07,supine
2023-10-01 23:52:50,0.061,-0.017,0.975,0.79,-2.38,0.12,-10.12,39.73,-5.76,supine
2023-10-01 23:52:50,0.0626,-0.0138,0.9728,0.79,-2.32,0.24,-9.46,39.79,-6.12,supine
2023-10-01 23:52:51,0.0648,-0.0135,0.974,1.1,-2.5,0.06,-9.61,38.48,-7.53,supine
2023-10-01 23:52:51,0.0593,-0.0166,0.9738,0.92,-2.26,0.0,-9.85,39.26,-6.57,supine
2023-10-01 23:52:51,0.073,-0.0188,0.9728,1.1,-2.14,0.37,-9.46,39.48,-5.64,supine
2023-10-01 23:52:51,0.0515,-0.0035,0.9772,1.04,-2.5,-0.06,-9.91,39.21,-5.9,supine
2023-10-01 23:52:51,0.0604,-0.0283,0.9763,0.98,-1.83,0.49,-10.16,38.72,-6.63,supine
2023-10-01 23:52:51,0.0782,0.0024,0.9761,1.16,-2.38,-0.31,-9.72,39.27,-6.4,supine
2023-10-01 23:52:51,0.0547,-0.0161,0.9771,0.92,-2.32,0.12,-9.36,39.7,-5.8,supine
2023-10-01 23:52:51,0.0797,-0.01,0.9714,0.92,-2.26,0.12,-10.08,39.34,-6.58,supine
2023-10-01 23:52:51,0.0547,-0.0133,0.9745,0.79,-2.38,-0.12,-10.29,39.1,-6.47,supine
2023-10-01 23:52:51,0.0708,-0.0143,0.9702,0.79,-2.14,0.43,-9.97,40.06,-5.99,supine
2023-10-01 23:52:52,0.0562,-0.0203,0.9727,1.04,-2.38,0.12,-9.92,39.27,-6.54,supine
2023-10-01 23:52:52,0.0543,-0.0176,1.0548,1.16,-1.95,0.55,-10.31,38.28,-6.97,supine
2023-10-01 23:52:52,0.089,-0.0247,0.9972,2.14,-2.14,0.06,-10.0,39.47,-5.8,supine
2023-10-01 23:52:52,0.0785,-0.0168,0.9658,0.85,-2.38,1.83,-9.38,39.2,-5.49,supine
2023-10-01 23:52:52,0.083,-0.0085,0.9752,6.9,-5.49,-12.88,-10.25,39.28,-7.7,supine
